text,place,place_num,area,area_num,latlon
Καλό σιασμό ςτον αύλακα και μη μαλλιά στ' αλώνι,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Καλό τυρί σε σκύλινο τομάρι,"{'Ιωάννινα', 'Ήπειρος'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (37.9574332, 23.7108518)]"
Καλόγρια από μοναστήρι έχει κώλους σαν πλαστήρι,"{'Θεσσαλία', 'Λακωνία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5594194, 21.6848495)]"
Καλός καλός ο χοίρος κ' εβγήκε χαλαζάρης,"{'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Κεφαλληνία'}",2,"[(38.0692748, 21.87273042232539), (38.2379344, 20.560883)]"
Καλός μυλωνάς ας ζήση κι ας γίνη και παπάς,"{'Πελοπόννησος', 'Λακωνία'}",2,"{'Πελοπόννησος', 'Λακωνία'}",2,"[(37.36332825, 22.239537343995494), (36.76027945, 22.79046431389755)]"
"Καλός νέος, καλός γέρος","{'Αμοργός', 'Αχαΐα>Πάτρα'}",2,"{'Αμοργός', 'Αχαΐα'}",2,"[(36.85252415, 25.89848696771565), (38.0692748, 21.87273042232539)]"
Καλός νιος καλός γέρος,"{'Σκύρος', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Σκύρος'}",2,"[(38.0692748, 21.87273042232539), (38.87304355, 24.524477385184014)]"
"Καλός νιος, καλός γέρος","{'Αμοργός', 'Κρήτη>Κυδωνία', 'Λακωνία>Σπάρτη'}",3,"{'Αμοργός', 'Κρήτη', 'Λακωνία'}",3,"[(36.85252415, 25.89848696771565), (35.3084952, 24.46334231842296), (36.76027945, 22.79046431389755)]"
Καλύβι παλαιοκάλυβο με ράπι σκεπασμένο,"{'Μάνη', 'Λακωνία'}",2,"{'Μάνη', 'Λακωνία'}",2,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755)]"
Καμήλα γυρεύοντας τα κέρατα έχασι κι τ' αυτιά,"{'Αδριανούπολη', 'Θράκη'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.6759327, 26.5587225), (40.8464241, 25.8759377)]"
Καμαρώνει σα γύφτικο δραπάνι,"{'Θράκη>Αίνος', 'Αχαΐα>Πάτρα'}",2,"{'Θράκη', 'Αχαΐα'}",2,"[(40.8464241, 25.8759377), (38.0692748, 21.87273042232539)]"
Καμαρώνει σα γύφτικο σκεπάρνι,"{'Θράκη>Αίνος', 'Αχαΐα>Πάτρα'}",2,"{'Θράκη', 'Αχαΐα'}",2,"[(40.8464241, 25.8759377), (38.0692748, 21.87273042232539)]"
Καμαρώνει σαν το γύφτικο σκεπάρνι,"{'Μεσσηνία', 'Ρόδος'}",2,"{'Μεσσηνία', 'Ρόδος'}",2,"[(36.986899050000005, 21.82712495001949), (36.17262995, 27.919418145633188)]"
Καρφί δε μου καίγεται,"{'Μικρά Ασία>Κύζικος', 'Αρκαδία>Γορτυνία>Λάστα'}",2,"{'Αρκαδία', 'Μικρά Ασία'}",2,"[(38.0368583, 23.6689264), (38.1846366, 23.5122768)]"
Καρφί δεν τον καίγεται,"{'Μικρά Ασία>Κυδωνία', 'Ανατολική Θράκη'}",2,"{'Μικρά Ασία', 'Ανατολική Θράκη'}",2,"[(38.1846366, 23.5122768), (41.6759327, 26.5587225)]"
Καρφί δεν του καίγεται,"{'Κορινθία>Τρίκαλα', 'Ήπειρος', 'Αρκαδία>Δημητσάνα', 'Βοιωτία>Λεβαδειά>Μάζι', 'Αχαΐα>Πάτρα'}",5,"{'Βοιωτία', 'Αχαΐα', 'Ήπειρος', 'Αρκαδία', 'Κορινθία'}",5,"[(38.3715324, 23.0574549), (38.0692748, 21.87273042232539), (37.9574332, 23.7108518), (38.0368583, 23.6689264), (37.96299085, 22.733342367236247)]"
Καρφί δεν του καίεται,"{'Μακεδονία', 'Φιλιππούπολη'}",2,"{'Μακεδονία', 'Φιλιππούπολη'}",2,"[(40.6860291, 23.6933899), (39.6327644, 22.3965233)]"
Κατά μάνα κατά κύρη έκαμαν κι γιο Ζαφείρη,"{'Αδριανούπολη', 'Θράκη>Αίνος'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.6759327, 26.5587225), (40.8464241, 25.8759377)]"
Κατά μάνα κατά τάτα κατά γυιό και θυγατέρα,"{'Αρκαδία>Κυνουρία>Θυρέα', 'Μεσσηνία>Αετός Τριφυλίας'}",2,"{'Αρκαδία', 'Μεσσηνία'}",2,"[(38.0368583, 23.6689264), (36.986899050000005, 21.82712495001949)]"
Κατά μάννα και πατέρα κατά γιον και θυγατέρα,"{'Μακεδονία>Γρεβενά>Ανασελίτσα', 'Λακωνία>Σπάρτη'}",2,"{'Μακεδονία', 'Λακωνία'}",2,"[(40.6860291, 23.6933899), (36.76027945, 22.79046431389755)]"
Κατά μάννα κατά τάτα κατά γιός και θυγατέρα,"{'Ιωάννινα>Καλέντζι', 'Θεσπρωτία>Παραμυθιά'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Κατά μάννα κατά τάτα κατά γυιό και θυγατέρα,"{'Αργολίδα>Ερμιονίδα>Κρανίδι', 'Ιωάννινα>Νεγάδες'}",2,"{'Αργολίδα', 'Ιωάννινα'}",2,"[(37.56626615, 22.85593894780862), (39.6639818, 20.8522784)]"
Κατά μάννα κατά τάτα κατά γυιός και θυγατέρα,"{'Καρδίτσα>Μορφοβούνι', 'Ήπειρος>Κόνιτσα'}",2,"{'Ήπειρος', 'Καρδίτσα'}",2,"[(37.9574332, 23.7108518), (39.3660304, 21.9287519)]"
Κατά μάννα κατά τάττα κατά γιο και δυχατέρα,"{'Αχαΐα>Καλάβρυτα', 'Αρκαδία>Δημητσάνα'}",2,"{'Αρκαδία', 'Αχαΐα'}",2,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539)]"
Κατά που πουλάς θ' αγοράσης,"{'Χίος>Ψαρά', 'Αιτωλοακαρνανία>Βόνιτσα'}",2,"{'Χίος', 'Αιτωλοακαρνανία'}",2,"[(38.37581315, 26.064655246170453), (38.2558495, 21.7377752)]"
Κατά σκούπα κι αυλή,"{'Αδριανούπολη', 'Θράκη>Αυδήμιο'}",2,"{'Αδριανούπολη', 'Θράκη'}",2,"[(41.6759327, 26.5587225), (40.8464241, 25.8759377)]"
Κατά τα βουνά και τα χιόνια,"{'Ιωάννινα', 'Λακωνία'}",2,"{'Ιωάννινα', 'Λακωνία'}",2,"[(39.6639818, 20.8522784), (36.76027945, 22.79046431389755)]"
Κατά τα πόδια πόχουμε για μετάνοιες είμαστε,"{'Αρκαδία>Γορτυνία', 'Θράκη>Αίνος'}",2,"{'Αρκαδία', 'Θράκη'}",2,"[(38.0368583, 23.6689264), (40.8464241, 25.8759377)]"
Κατά τα ρούχα μοιράζ' ο Θεός και το κρύο,"{'Αμοργός', 'Κρήτη>Κυδωνία'}",2,"{'Αμοργός', 'Κρήτη'}",2,"[(36.85252415, 25.89848696771565), (35.3084952, 24.46334231842296)]"
Κατά τα ρούχα μοιράζει ο Θεός το κρύο,"{'Κύθηρα', 'Επτάνησος'}",2,"{'Κύθηρα', 'Επτάνησος'}",2,"[(36.258028800000005, 23.002435236230205), (38.8351105, 20.7094392)]"
Κατά τα σκατά και το φτυάρι,"{'Επτάνησος', 'Κορινθία>Τρίκαλα', 'Κεφαλληνία'}",3,"{'Επτάνησος', 'Κεφαλληνία', 'Κορινθία'}",3,"[(38.8351105, 20.7094392), (38.2379344, 20.560883), (37.96299085, 22.733342367236247)]"
Κατά την κοκκινάδα πόχεις και το κεφάλι πόχω εγώ,"{'Μεσσηνία', 'Λακωνία'}",2,"{'Μεσσηνία', 'Λακωνία'}",2,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755)]"
Κατά το Μαστρο - Γιάννη και τα κοπέλλια του,"{'Θήρα (Σαντορίνη)', 'Ρόδος'}",2,"{'Θήρα (Σαντορίνη)', 'Ρόδος'}",2,"[(36.4044251, 25.3958561), (36.17262995, 27.919418145633188)]"
Κατά το Μαστρογιάννη και τα κοπέλια του,"{'Κορινθία>Τρίκαλα', 'Μεσσηνία>Αβία', 'Κρήτη>Μυλοπόταμος>Πρινέ', 'Ημαθία>Βασσαράς', 'Αχαΐα>Πάτρα'}",5,"{'Ημαθία', 'Κρήτη', 'Αχαΐα', 'Μεσσηνία', 'Κορινθία'}",5,"[(40.51703795, 22.18071972652394), (35.3084952, 24.46334231842296), (38.0692748, 21.87273042232539), (36.986899050000005, 21.82712495001949), (37.96299085, 22.733342367236247)]"
Κατά το Μαστρογιάννη και τα κοπέλλια του,"{'Εύβοια>Κύμη', 'Αρκαδία>Δημητσάνα', 'Θράκη', 'Αρκαδία>Κυνουρία>Βούρβουρα', 'Θράκη>Αίνος', 'Αχαΐα>Πάτρα', 'Κρήτη>Βιάννος'}",7,"{'Αχαΐα', 'Κρήτη', 'Θράκη', 'Εύβοια', 'Αρκαδία'}",5,"[(38.0692748, 21.87273042232539), (35.3084952, 24.46334231842296), (40.8464241, 25.8759377), (38.49417235, 23.91108439913793), (38.0368583, 23.6689264)]"
Κατά το μαστρογιάννη και τα κοπέλια του,"{'Μικρά Ασία>Σινώπη', 'Λακωνία'}",2,"{'Λακωνία', 'Μικρά Ασία'}",2,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768)]"
Κατά το νιο και τ' άρματα,"{'Μεσσηνία>Πύλος>Κορώνη', 'Ιθάκη', 'Μικρά Ασία>Βιθυνία>Κατιρλί', 'Λακωνία'}",4,"{'Μεσσηνία', 'Λακωνία', 'Ιθάκη', 'Μικρά Ασία'}",4,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755), (38.401896050000005, 20.67009288735949), (38.1846366, 23.5122768)]"
Κατά το νταούλι και το νταουλόξυλο,"{'Ιθάκη', 'Λακωνία'}",2,"{'Ιθάκη', 'Λακωνία'}",2,"[(38.401896050000005, 20.67009288735949), (36.76027945, 22.79046431389755)]"
Κατά το πάπλωμα και το άπλωμα,"{'Ήπειρος>Ζαγόρι>Βίτσα', 'Θράκη>Αίνος'}",2,"{'Θράκη', 'Ήπειρος'}",2,"[(40.8464241, 25.8759377), (37.9574332, 23.7108518)]"
Κατά το πάπλωμα και το ξάπλωμα,"{'Ιωάννινα>Μέγα Περιστέρι', 'Θεσπρωτία>Κωστάνα', 'Μακεδονία', 'Κεφαλληνία>Έρισσος', 'Αχαΐα>Πάτρα'}",5,"{'Ιωάννινα', 'Αχαΐα', 'Κεφαλληνία', 'Θεσπρωτία', 'Μακεδονία'}",5,"[(39.6639818, 20.8522784), (38.0692748, 21.87273042232539), (38.2379344, 20.560883), (39.54401235, 20.308355368968883), (40.6860291, 23.6933899)]"
Κατά το σκοπό π' όχεις κόρη μου ούτε φέτος αποκριά ούτε του χρόνου Πάσχα,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Κατά τον Μαστρογιάννη και τα κοπέλια του,"{'Μεσσηνία>Καλαμάτα', 'Λακωνία', 'Ρόδος'}",3,"{'Μεσσηνία', 'Λακωνία', 'Ρόδος'}",3,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755), (36.17262995, 27.919418145633188)]"
Κατά τον καιρό και το χορό,"{'Εύβοια>Κύμη', 'Ήπειρος', 'Θεσπρωτία>Παραμυθιά', 'Πήλιο>Ζαγορά', 'Εύβοια', 'Μακεδονία', 'Αρκαδία>Γορτυνία'}",7,"{'Ήπειρος', 'Θεσπρωτία', 'Εύβοια', 'Μακεδονία', 'Πήλιο', 'Αρκαδία'}",6,"[(37.9574332, 23.7108518), (39.54401235, 20.308355368968883), (38.49417235, 23.91108439913793), (40.6860291, 23.6933899), (39.3650875, 23.1355607), (38.0368583, 23.6689264)]"
Κατά τον καιρό και τον χορό,"{'Αδριανούπολη', 'Μακεδονία', 'Μακεδονία>Γρεβενά>Ανασελίτσα', 'Καστοριά'}",4,"{'Αδριανούπολη', 'Μακεδονία', 'Καστοριά'}",3,"[(41.6759327, 26.5587225), (40.6860291, 23.6933899), (40.5217946, 21.2634954)]"
Κατής διαβαίνει γαμάρια κλάνουν,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
Κατόπιν εορτής,"{'Ήπειρος', 'Κρήτη>Σητεία>Χαμέζι'}",2,"{'Κρήτη', 'Ήπειρος'}",2,"[(35.3084952, 24.46334231842296), (37.9574332, 23.7108518)]"
Κείνος πόχ' τ' μύγα μ'γιάζεται,"{'Αχαΐα>Καλάβρυτα', 'Μάλγαρα>Αλμάλι'}",2,"{'Μάλγαρα', 'Αχαΐα'}",2,"[(40.6087235, 22.6840645), (38.0692748, 21.87273042232539)]"
"Κείτου κείτου, πράμα μου, και λόγια μη μου φέρεις","{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Κεντά και δε σβουρίζει,"{'Μάνη', 'Λακωνία', 'Κρήτη', 'Κρήτη>Σητεία>Χαμέζι'}",4,"{'Μάνη', 'Κρήτη', 'Λακωνία'}",3,"[(41.4097472, 26.4024952), (35.3084952, 24.46334231842296), (36.76027945, 22.79046431389755)]"
Κεντά και δεν σβουρνά,"{'Ήπειρος', 'Μικρά Ασία>Τσεσμές (Κρήνη)'}",2,"{'Ήπειρος', 'Μικρά Ασία'}",2,"[(37.9574332, 23.7108518), (38.1846366, 23.5122768)]"
Κεράτωνε τον άντρα σου και μάγια μην του κάνης,"{'Κρήτη', 'Αρκαδία>Γορτυνία'}",2,"{'Αρκαδία', 'Κρήτη'}",2,"[(38.0368583, 23.6689264), (35.3084952, 24.46334231842296)]"
Κερατάς και ζημιωμένος,"{'Λευκάδα>Μεγανήσι>Βαθύ', 'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",3,"{'Αχαΐα', 'Λευκάδα', 'Κεφαλληνία'}",3,"[(38.0692748, 21.87273042232539), (38.7065734, 20.641708855541477), (38.2379344, 20.560883)]"
Κεφάλι κλούβιο,"{'Αμοργός', 'Λακωνία'}",2,"{'Αμοργός', 'Λακωνία'}",2,"[(36.85252415, 25.89848696771565), (36.76027945, 22.79046431389755)]"
"Κεφάλι που φυλάει ο Θεός, ο κόσμος δεν το βλάπτει","{'Αχαΐα>Πάτρα', 'Κοζάνη>Βόϊο>Βυθός'}",2,"{'Κοζάνη', 'Αχαΐα'}",2,"[(40.3007259, 21.7883119), (38.0692748, 21.87273042232539)]"
Κεφάλι προσκυνημένο ακονισμένο σπαθί δεν το κόβει,"{'Ήπειρος', 'Λακωνία'}",2,"{'Ήπειρος', 'Λακωνία'}",2,"[(37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Κεφάλι χωρίς βάσανα γράφ' το για κολοκύθι,"{'Μεσσηνία', 'Αρκαδία>Γορτυνία'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.986899050000005, 21.82712495001949), (38.0368583, 23.6689264)]"
Κι αν είσαι και παπάς με την αράδα σου θα πας,"{'Ιωάννινα>Μέγα Περιστέρι', 'Αχαΐα>Καλάβρυτα', 'Μεσσηνία>Μανιάκι', 'Ανδρίτσαινα Ολυμπίου', 'Αρκαδία', 'Ήπειρος>Κόνιτσα'}",6,"{'Ιωάννινα', 'Αχαΐα', 'Ήπειρος', 'Μεσσηνία', 'Ανδρίτσαινα Ολυμπίου', 'Αρκαδία'}",6,"[(39.6639818, 20.8522784), (38.0692748, 21.87273042232539), (37.9574332, 23.7108518), (36.986899050000005, 21.82712495001949), (37.4838364, 21.9055326), (38.0368583, 23.6689264)]"
Κι εκείνος με τους 12,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Κι ο μόσκος δίχως διάφορο κι εκείνος δε μυρίζει,"{'Μάνη>Αβία', 'Μεσσηνία>Αβία>Κάμπος'}",2,"{'Μεσσηνία', 'Μάνη'}",2,"[(36.986899050000005, 21.82712495001949), (41.4097472, 26.4024952)]"
Κι ο φτωχός ο γείτονας για φωτιά χρειάζεται,"{'Αμοργός', 'Κεφαλληνία', 'Κεφαλληνία>Αγία Θέκλη'}",3,"{'Αμοργός', 'Κεφαλληνία'}",2,"[(36.85252415, 25.89848696771565), (38.2379344, 20.560883)]"
Κι τα καλά διχούμενα κι τα κακά διχούμενα,"{'Κοζάνη>Καταφύγιο', 'Λάρισα>Τύρναβος'}",2,"{'Κοζάνη', 'Λάρισα'}",2,"[(40.3007259, 21.7883119), (39.6383092, 22.4160706)]"
Κι' έτσι κακά χερόβολα κι' έτσι κακές κουλούρες,"{'Ζάκυνθος', 'Λακωνία'}",2,"{'Ζάκυνθος', 'Λακωνία'}",2,"[(37.78913845, 20.790089567090195), (36.76027945, 22.79046431389755)]"
Κι' η κοσκινού τον άντρα της με τους πραματευτάδες,"{'Μακεδονία', 'Αρκαδία>Γορτυνία', 'Ήπειρος>Κόνιτσα', 'Αρκαδία>Δημητσάνα'}",4,"{'Μακεδονία', 'Ήπειρος', 'Αρκαδία'}",3,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518), (38.0368583, 23.6689264)]"
Κι' η μόνη μου χαρά παντοδύναμε παρά,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Κι' ο άλλος μήνας 31 σούρνει,"{'Λακωνία', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Λακωνία'}",2,"[(38.0692748, 21.87273042232539), (36.76027945, 22.79046431389755)]"
Κι' ο παπάς κάνει λάθο ςτο βαγγέλιο,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Κι' οι παπαδιές κάνουν λάθος,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Κλάφτε τον άνδρα μου γίατ' εγώ σκοτίστηκα για βαστάτε το χορό για να πάω να τον διώ,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
